id,tick,source,topic,content_text,stance,identity_threat,political_salience,primal_triggers,primal_intensity,media_type,creator_id,outlet_id,community_id
stim_78,411,PublicRadio,T_ENVIRONMENT,T_ENVIRONMENT update from PublicRadio: signal +0.27,0.271,0.214,0.800,"emotion,tangible",0.253,video,CreatorA,PublicRadio,
stim_6,412,PolicyForum,T_MEMES,T_MEMES update from PolicyForum: signal +0.01,0.014,0.001,0.100,,,news,CreatorC,PolicyForum,
stim_222,413,PolicyForum,T_SPORTS,T_SPORTS update from PolicyForum: signal +0.17,0.165,0.015,0.100,"emotion,personal",0.507,social_post,CreatorE,PolicyForum,
stim_126,414,MarketWatch,T_HEALTH,T_HEALTH update from MarketWatch: signal +0.29,0.290,0.039,0.200,"memorable,personal",0.559,news,,,
stim_350,416,SecurityBrief,T_LOCAL,T_LOCAL update from SecurityBrief: signal +0.95,0.952,0.067,0.100,"personal,memorable,emotion",0.474,video,CreatorF,SecurityBrief,
stim_295,417,CommunityBoard,T_POLITICS,T_POLITICS update from CommunityBoard: signal -0.38,-0.379,0.319,0.900,"visual,contrast",0.456,meme,CreatorD,CommunityBoard,
stim_111,418,CommunityBoard,T_WEATHER,T_WEATHER update from CommunityBoard: signal +0.91,0.906,0.035,0.050,,,longform,CreatorE,CommunityBoard,Artists
stim_291,418,CommunityBoard,T_ENTERTAINMENT,T_ENTERTAINMENT update from CommunityBoard: signal +0.14,0.140,0.014,0.100,personal,0.788,longform,CreatorD,CommunityBoard,
stim_453,418,SecurityBrief,T_HEALTHCARE,T_HEALTHCARE update from SecurityBrief: signal +0.03,0.030,0.017,0.750,"personal,visual,contrast",0.996,meme,,SecurityBrief,
stim_521,421,GreenLens,T_WEATHER,T_WEATHER update from GreenLens: signal -0.42,-0.422,0.020,0.050,emotion,0.559,video,CreatorB,GreenLens,
stim_62,422,SecurityBrief,T_SCIENCE,T_SCIENCE update from SecurityBrief: signal +0.13,0.128,0.025,0.200,visual,0.662,news,,SecurityBrief,
stim_587,423,WorldDaily,T_POLITICS,T_POLITICS update from WorldDaily: signal +0.45,0.446,0.257,0.900,memorable,0.621,meme,,WorldDaily,Local
stim_84,424,TrendTalk,T_SECURITY,T_SECURITY update from TrendTalk: signal +0.65,0.649,0.517,0.800,"contrast,personal",0.556,news,,TrendTalk,Local
stim_370,425,MarketWatch,T_ABORTION,T_ABORTION update from MarketWatch: signal +0.69,0.690,0.442,0.950,tangible,0.482,longform,,,Sports
stim_447,425,PolicyForum,T_SPORTS,T_SPORTS update from PolicyForum: signal -0.05,-0.046,0.003,0.100,,,longform,CreatorD,PolicyForum,Artists
stim_52,426,WorldDaily,T_ABORTION,T_ABORTION update from WorldDaily: signal -0.50,-0.500,0.399,0.950,,,forum_thread,CreatorB,WorldDaily,
stim_75,426,GlobalNews,T_ENTERTAINMENT,T_ENTERTAINMENT update from GlobalNews: signal +0.40,0.402,0.040,0.100,"emotion,memorable",0.240,longform,,GlobalNews,
stim_323,427,GlobalNews,T_ABORTION,T_ABORTION update from GlobalNews: signal +0.41,0.407,0.341,0.950,"emotion,tangible",0.478,news,,GlobalNews,
stim_344,428,MarketWatch,T_SECURITY,T_SECURITY update from MarketWatch: signal +1.00,1.000,0.557,0.800,contrast,0.549,forum_thread,,MarketWatch,Tech
stim_173,429,PolicyForum,T_CULTURE,T_CULTURE update from PolicyForum: signal +0.23,0.231,0.109,0.700,"emotion,personal,visual",0.694,social_post,,,
stim_408,429,GlobalNews,T_MEMES,T_MEMES update from GlobalNews: signal +0.08,0.076,0.005,0.100,"tangible,personal,contrast",0.680,social_post,,GlobalNews,Tech
stim_317,430,PolicyForum,T_IMMIGRATION,T_IMMIGRATION update from PolicyForum: signal +0.60,0.598,0.492,0.900,"emotion,memorable,tangible",0.651,meme,CreatorF,PolicyForum,
stim_481,431,GreenLens,T_LOCAL,T_LOCAL update from GreenLens: signal -0.02,-0.025,0.002,0.100,"tangible,memorable",0.243,longform,,GreenLens,
stim_599,432,CommunityBoard,T_ENTERTAINMENT,T_ENTERTAINMENT update from CommunityBoard: signal -0.28,-0.279,0.017,0.100,"emotion,personal",0.607,meme,,CommunityBoard,
stim_220,433,CommunityBoard,T_CULTURE,T_CULTURE update from CommunityBoard: signal +0.01,0.015,0.008,0.700,"emotion,personal,tangible",0.397,video,CreatorB,CommunityBoard,
stim_216,434,WorldDaily,T_MEMES,T_MEMES update from WorldDaily: signal +0.28,0.284,0.024,0.100,"tangible,personal",0.628,forum_thread,,,Local
stim_46,434,PolicyForum,T_POLITICS,T_POLITICS update from PolicyForum: signal +0.51,0.510,0.354,0.900,personal,0.317,longform,CreatorD,PolicyForum,
stim_151,435,CommunityBoard,T_EDUCATION,T_EDUCATION update from CommunityBoard: signal -0.29,-0.288,0.138,0.600,,,longform,,CommunityBoard,
stim_45,435,GreenLens,T_WEATHER,T_WEATHER update from GreenLens: signal -0.86,-0.857,0.029,0.050,"emotion,contrast",0.776,forum_thread,,,
stim_105,436,PolicyForum,T_SCIENCE,T_SCIENCE update from PolicyForum: signal -0.06,-0.065,0.010,0.200,emotion,0.724,news,,,
stim_548,436,CityWire,T_WEATHER,T_WEATHER update from CityWire: signal +0.09,0.092,0.004,0.050,"personal,emotion",0.648,meme,CreatorD,CityWire,Sports
stim_263,437,WorldDaily,T_TECH,T_TECH update from WorldDaily: signal -0.04,-0.036,0.005,0.200,,,news,,,
stim_348,437,PolicyForum,T_TAXES,T_TAXES update from PolicyForum: signal +0.85,0.848,0.400,0.700,"contrast,memorable",0.441,video,CreatorD,PolicyForum,Local
stim_4,437,TrendTalk,T_EDUCATION,T_EDUCATION update from TrendTalk: signal +0.20,0.199,0.099,0.600,"personal,emotion,contrast",0.584,video,CreatorA,TrendTalk,
stim_501,437,WorldDaily,T_CULTURE,T_CULTURE update from WorldDaily: signal -0.09,-0.090,0.047,0.700,,,longform,,WorldDaily,Tech
stim_418,439,TrendTalk,T_CULTURE,T_CULTURE update from TrendTalk: signal -0.51,-0.512,0.339,0.700,emotion,0.672,longform,CreatorA,TrendTalk,Local
stim_410,440,CityWire,T_GUNS,T_GUNS update from CityWire: signal +0.25,0.253,0.213,0.900,tangible,0.400,meme,CreatorE,CityWire,Local
stim_523,440,CommunityBoard,T_ENVIRONMENT,T_ENVIRONMENT update from CommunityBoard: signal -0.54,-0.538,0.369,0.800,emotion,0.460,social_post,,CommunityBoard,Tech
stim_8,440,PolicyForum,T_WEATHER,T_WEATHER update from PolicyForum: signal +0.15,0.154,0.008,0.050,visual,0.164,social_post,CreatorF,PolicyForum,
stim_37,441,TrendTalk,T_ABORTION,T_ABORTION update from TrendTalk: signal -0.13,-0.126,0.114,0.950,visual,0.389,forum_thread,CreatorC,TrendTalk,
stim_442,441,SecurityBrief,T_SPORTS,T_SPORTS update from SecurityBrief: signal +0.35,0.347,0.031,0.100,"contrast,visual",0.355,video,CreatorA,,
stim_247,442,GreenLens,T_CULTURE,T_CULTURE update from GreenLens: signal -0.80,-0.805,0.537,0.700,"visual,memorable",0.684,meme,,GreenLens,Artists
stim_308,442,CityWire,T_ECONOMY,T_ECONOMY update from CityWire: signal +0.89,0.893,0.509,0.700,"personal,contrast,visual",0.439,social_post,,,Veterans
stim_366,442,CommunityBoard,T_SCIENCE,T_SCIENCE update from CommunityBoard: signal +0.29,0.289,0.042,0.200,personal,0.659,longform,,,Veterans
stim_390,442,GlobalNews,T_EDUCATION,T_EDUCATION update from GlobalNews: signal +0.43,0.433,0.196,0.600,emotion,0.676,news,CreatorC,,
stim_433,443,GlobalNews,T_ENTERTAINMENT,T_ENTERTAINMENT update from GlobalNews: signal +0.75,0.746,0.045,0.100,"tangible,personal,emotion",0.195,video,CreatorD,GlobalNews,
stim_300,444,WorldDaily,T_POLITICS,T_POLITICS update from WorldDaily: signal -0.10,-0.098,0.082,0.900,visual,0.449,social_post,,WorldDaily,Veterans
stim_351,444,CommunityBoard,T_IMMIGRATION,T_IMMIGRATION update from CommunityBoard: signal +0.19,0.185,0.162,0.900,tangible,0.601,longform,,CommunityBoard,
stim_405,444,GlobalNews,T_GUNS,T_GUNS update from GlobalNews: signal +0.73,0.735,0.571,0.900,contrast,0.365,social_post,CreatorF,GlobalNews,
stim_262,445,CityWire,T_EDUCATION,T_EDUCATION update from CityWire: signal +0.33,0.332,0.167,0.600,,,forum_thread,CreatorE,CityWire,Faith
stim_457,447,GreenLens,T_POLITICS,T_POLITICS update from GreenLens: signal -0.44,-0.440,0.271,0.900,"emotion,visual",0.209,news,,GreenLens,Tech
stim_474,447,TrendTalk,T_ABORTION,T_ABORTION update from TrendTalk: signal -0.68,-0.679,0.507,0.950,,,forum_thread,,TrendTalk,
stim_150,448,GlobalNews,T_CULTURE,T_CULTURE update from GlobalNews: signal -0.39,-0.395,0.253,0.700,emotion,0.944,meme,CreatorC,GlobalNews,Campus
stim_275,449,CommunityBoard,T_IMMIGRATION,T_IMMIGRATION update from CommunityBoard: signal +0.33,0.332,0.267,0.900,emotion,0.502,social_post,CreatorB,CommunityBoard,
stim_403,451,CommunityBoard,T_TAXES,T_TAXES update from CommunityBoard: signal +0.01,0.008,0.003,0.700,"visual,contrast",0.610,social_post,CreatorC,CommunityBoard,
stim_598,451,TrendTalk,T_ECONOMY,T_ECONOMY update from TrendTalk: signal +0.08,0.078,0.049,0.700,tangible,0.860,social_post,,TrendTalk,Civic
stim_525,452,CityWire,T_HEALTHCARE,T_HEALTHCARE update from CityWire: signal -0.24,-0.237,0.162,0.750,"tangible,memorable",0.274,longform,CreatorE,CityWire,
stim_469,453,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal +0.53,0.526,0.241,0.700,"memorable,emotion",0.587,video,CreatorB,GlobalNews,
stim_399,454,MarketWatch,T_EDUCATION,T_EDUCATION update from MarketWatch: signal +0.83,0.833,0.497,0.600,"memorable,tangible,emotion",0.685,social_post,CreatorD,MarketWatch,
stim_476,454,TrendTalk,T_TECH,T_TECH update from TrendTalk: signal +0.61,0.610,0.109,0.200,visual,0.782,video,CreatorD,TrendTalk,
stim_379,455,GlobalNews,T_GUNS,T_GUNS update from GlobalNews: signal +0.79,0.789,0.436,0.900,visual,0.607,forum_thread,CreatorC,,Campus
stim_580,455,WorldDaily,T_IMMIGRATION,T_IMMIGRATION update from WorldDaily: signal -0.42,-0.417,0.247,0.900,"memorable,personal,tangible",0.531,video,CreatorB,,
stim_59,455,CityWire,T_HEALTH,T_HEALTH update from CityWire: signal -0.02,-0.019,0.003,0.200,"memorable,tangible,emotion",0.250,meme,CreatorC,CityWire,Local
stim_540,456,GlobalNews,T_SCIENCE,T_SCIENCE update from GlobalNews: signal -0.08,-0.078,0.013,0.200,"tangible,memorable",0.449,video,,GlobalNews,Artists
stim_319,457,TrendTalk,T_SCIENCE,T_SCIENCE update from TrendTalk: signal -0.34,-0.337,0.065,0.200,"tangible,visual",0.650,longform,,TrendTalk,
stim_560,457,MarketWatch,T_HEALTH,T_HEALTH update from MarketWatch: signal +0.26,0.264,0.044,0.200,"personal,tangible",0.515,forum_thread,,,Campus
stim_505,458,MarketWatch,T_HEALTH,T_HEALTH update from MarketWatch: signal -0.65,-0.647,0.100,0.200,,,longform,,MarketWatch,
stim_229,459,WorldDaily,T_SPORTS,T_SPORTS update from WorldDaily: signal -0.26,-0.262,0.016,0.100,,,news,,WorldDaily,
stim_345,459,TrendTalk,T_HEALTH,T_HEALTH update from TrendTalk: signal +0.71,0.709,0.128,0.200,"personal,memorable",0.380,news,,,
stim_158,460,MarketWatch,T_EDUCATION,T_EDUCATION update from MarketWatch: signal +0.53,0.526,0.263,0.600,,,forum_thread,,,
stim_205,460,CommunityBoard,T_TAXES,T_TAXES update from CommunityBoard: signal +0.42,0.416,0.212,0.700,"tangible,emotion,visual",0.730,social_post,,CommunityBoard,
stim_32,460,PolicyForum,T_MEMES,T_MEMES update from PolicyForum: signal +0.25,0.253,0.016,0.100,"tangible,visual,emotion",0.447,meme,CreatorC,PolicyForum,
stim_235,462,CityWire,T_ENTERTAINMENT,T_ENTERTAINMENT update from CityWire: signal +0.15,0.149,0.015,0.100,,,news,,,Campus
stim_147,463,WorldDaily,T_HEALTHCARE,T_HEALTHCARE update from WorldDaily: signal +0.24,0.245,0.128,0.750,emotion,0.708,social_post,,WorldDaily,Veterans
stim_282,463,CommunityBoard,T_ECONOMY,T_ECONOMY update from CommunityBoard: signal +0.22,0.223,0.139,0.700,,,news,CreatorB,CommunityBoard,
stim_39,463,CityWire,T_MEMES,T_MEMES update from CityWire: signal -0.15,-0.149,0.011,0.100,"memorable,emotion,personal",0.556,meme,,,Veterans
stim_439,463,TrendTalk,T_ENTERTAINMENT,T_ENTERTAINMENT update from TrendTalk: signal +0.41,0.406,0.025,0.100,visual,0.359,news,CreatorF,TrendTalk,
stim_264,466,WorldDaily,T_MEMES,T_MEMES update from WorldDaily: signal -0.16,-0.159,0.015,0.100,"personal,memorable",0.522,forum_thread,CreatorB,WorldDaily,Faith
stim_238,467,CommunityBoard,T_MEMES,T_MEMES update from CommunityBoard: signal +0.61,0.609,0.045,0.100,"memorable,tangible",0.477,news,,CommunityBoard,Civic
stim_419,467,MarketWatch,T_ENVIRONMENT,T_ENVIRONMENT update from MarketWatch: signal -0.26,-0.255,0.187,0.800,,,longform,CreatorE,MarketWatch,
stim_178,470,SecurityBrief,T_TECH,T_TECH update from SecurityBrief: signal +0.06,0.057,0.011,0.200,visual,0.358,meme,CreatorB,,
stim_500,471,WorldDaily,T_ECONOMY,T_ECONOMY update from WorldDaily: signal +0.58,0.575,0.363,0.700,,,news,,WorldDaily,Campus
stim_571,471,CommunityBoard,T_EDUCATION,T_EDUCATION update from CommunityBoard: signal -0.15,-0.154,0.068,0.600,"visual,emotion",0.329,video,CreatorD,CommunityBoard,Artists
stim_570,472,PolicyForum,T_IMMIGRATION,T_IMMIGRATION update from PolicyForum: signal +0.66,0.658,0.370,0.900,emotion,0.486,meme,,,Faith
stim_27,473,PolicyForum,T_SCIENCE,T_SCIENCE update from PolicyForum: signal +0.23,0.225,0.039,0.200,"personal,tangible,memorable",0.828,social_post,,,
stim_387,473,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal -0.17,-0.170,0.080,0.700,"visual,memorable",0.346,video,,GlobalNews,
stim_502,473,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal +0.30,0.297,0.148,0.700,"personal,emotion",0.628,longform,CreatorE,,
stim_179,475,GlobalNews,T_ENVIRONMENT,T_ENVIRONMENT update from GlobalNews: signal -0.51,-0.514,0.336,0.800,"personal,contrast",0.351,news,,GlobalNews,Sports
stim_416,475,PublicRadio,T_POLITICS,T_POLITICS update from PublicRadio: signal +0.17,0.168,0.143,0.900,"memorable,emotion",0.684,meme,,,Campus
stim_382,476,GreenLens,T_TAXES,T_TAXES update from GreenLens: signal +0.01,0.005,0.003,0.700,tangible,0.655,news,,,Civic
stim_227,477,MarketWatch,T_ABORTION,T_ABORTION update from MarketWatch: signal +0.78,0.780,0.517,0.950,,,forum_thread,CreatorB,MarketWatch,
stim_160,478,CityWire,T_IMMIGRATION,T_IMMIGRATION update from CityWire: signal +0.21,0.211,0.190,0.900,,,longform,CreatorC,CityWire,
stim_585,478,SecurityBrief,T_TAXES,T_TAXES update from SecurityBrief: signal +0.87,0.869,0.562,0.700,"tangible,memorable",0.303,news,CreatorD,SecurityBrief,Campus
stim_169,479,CommunityBoard,T_TAXES,T_TAXES update from CommunityBoard: signal -0.45,-0.450,0.231,0.700,contrast,0.552,social_post,CreatorF,CommunityBoard,
stim_245,479,TrendTalk,T_WEATHER,T_WEATHER update from TrendTalk: signal +0.51,0.510,0.017,0.050,visual,0.547,news,CreatorC,TrendTalk,Campus
stim_527,479,CityWire,T_IMMIGRATION,T_IMMIGRATION update from CityWire: signal -0.42,-0.419,0.309,0.900,"emotion,contrast",0.901,video,CreatorD,CityWire,
stim_420,480,PolicyForum,T_SECURITY,T_SECURITY update from PolicyForum: signal +0.61,0.612,0.437,0.800,"tangible,emotion,contrast",0.511,meme,,,Civic
